episode,total_reward,steps,success,epsilon,q_states
1356,105,22,1,0.25751470535369364,19707
1357,54,20,1,0.25725719064833996,19711
1358,82,26,1,0.2569999334576916,19718
1359,100,4,1,0.25674293352423394,19718
1360,98,9,1,0.2564861905907097,19718
1361,104,3,1,0.256229704400119,19718
1362,-16,43,1,0.25597347469571885,19731
1363,96,5,1,0.25571750122102316,19731
1364,73,24,1,0.25546178371980216,19733
1365,60,30,1,0.25520632193608234,19741
1366,97,47,1,0.25495111561414624,19748
1367,-98,69,1,0.2546961644985321,19763
1368,74,14,1,0.2544414683340336,19765
1369,89,15,1,0.25418702686569955,19771
1370,96,17,1,0.25393283983883386,19773
1371,63,34,1,0.25367890699899504,19783
1372,84,10,1,0.253425228091996,19784
1373,-6,53,1,0.253171802863904,19797
1374,84,21,1,0.2529186310610401,19799
1375,97,10,1,0.2526657124299791,19801
1376,54,32,1,0.2524130467175491,19809
1377,104,3,1,0.2521606336708316,19809
1378,32,22,1,0.25190847303716074,19814
1379,109,10,1,0.25165656456412355,19815
1380,17,44,1,0.25140490799955945,19830
1381,52,24,1,0.25115350309155987,19833
1382,100,1,1,0.2509023495884683,19833
1383,112,18,1,0.25065144723887983,19834
1384,77,45,1,0.25040079579164093,19843
1385,52,31,1,0.2501503949958493,19851
1386,-21,67,1,0.24990024460085344,19866
1387,104,18,1,0.24965034435625258,19871
1388,69,23,1,0.24940069401189632,19875
1389,104,3,1,0.24915129331788444,19875
1390,-14,60,1,0.24890214202456656,19889
1391,98,12,1,0.248653239882542,19891
1392,51,51,1,0.24840458664265946,19905
1393,68,21,1,0.2481561820560168,19910
1394,90,36,1,0.2479080258739608,19913
1395,104,3,1,0.24766011784808684,19913
1396,28,49,1,0.24741245773023876,19926
1397,102,3,1,0.24716504527250852,19927
1398,122,26,1,0.24691788022723601,19931
1399,98,9,1,0.24667096234700878,19932
1400,116,16,1,0.24642429138466176,19932
1401,83,13,1,0.2461778670932771,19936
1402,100,6,1,0.24593168922618383,19936
1403,80,21,1,0.24568575753695765,19938
1404,106,4,1,0.2454400717794207,19938
1405,99,11,1,0.24519463170764128,19938
1406,77,9,1,0.24494943707593364,19942
1407,104,6,1,0.24470448763885772,19943
1408,111,14,1,0.24445978315121886,19943
1409,36,41,1,0.24421532336806764,19953
1410,79,11,1,0.24397110804469957,19953
1411,95,7,1,0.24372713693665488,19954
1412,105,4,1,0.24348340979971822,19954
1413,69,23,1,0.2432399263899185,19957
1414,69,28,1,0.2429966864635286,19961
1415,93,4,1,0.24275368977706507,19962
1416,11,49,1,0.24251093608728802,19976
1417,72,35,1,0.24226842515120073,19980
1418,12,65,1,0.24202615672604952,20001
1419,108,10,1,0.24178413056932346,20003
1420,77,27,1,0.24154234643875414,20008
1421,69,27,1,0.24130080409231539,20012
1422,102,2,1,0.24105950328822306,20012
1423,57,30,1,0.24081844378493483,20018
1424,58,36,1,0.2405776253411499,20024
1425,77,34,1,0.24033704771580874,20031
1426,94,10,1,0.24009671066809293,20033
1427,35,53,1,0.23985661395742483,20035
1428,44,26,1,0.2396167573434674,20044
1429,89,10,1,0.23937714058612394,20045
1430,25,26,1,0.23913776344553783,20050
1431,96,33,1,0.2388986256820923,20052
1432,44,27,1,0.2386597270564102,20062
1433,113,10,1,0.23842106732935378,20066
1434,104,11,1,0.23818264626202443,20066
1435,102,5,1,0.2379444636157624,20066
1436,112,11,1,0.23770651915214663,20068
1437,-59,79,1,0.2374688126329945,20088
1438,87,19,1,0.23723134382036148,20090
1439,100,7,1,0.23699411247654112,20090
1440,45,44,1,0.23675711836406457,20099
1441,118,14,1,0.2365203612457005,20100
1442,17,53,1,0.2362838408844548,20108
1443,110,9,1,0.23604755704357036,20108
1444,69,37,1,0.2358115094865268,20117
1445,45,37,1,0.23557569797704025,20127
1446,44,28,1,0.2353401222790632,20132
1447,55,29,1,0.23510478215678413,20139
1448,98,24,1,0.23486967737462733,20142
1449,114,8,1,0.2346348076972527,20142
1450,109,39,1,0.23440017288955545,20143
1451,104,4,1,0.2341657727166659,20143
1452,91,3,1,0.2339316069439492,20143
1453,88,20,1,0.23369767533700525,20144
1454,81,13,1,0.23346397766166824,20146
1455,75,18,1,0.23323051368400657,20149
1456,97,4,1,0.23299728317032256,20149
1457,109,12,1,0.23276428588715223,20149
1458,94,14,1,0.23253152160126508,20152
1459,32,45,1,0.23229899007966381,20165
1460,104,16,1,0.23206669108958414,20165
1461,84,15,1,0.23183462439849456,20166
1462,63,30,1,0.23160278977409607,20174
1463,112,21,1,0.23137118698432196,20180
1464,97,3,1,0.23113981579733764,20180
1465,5,39,1,0.2309086759815403,20193
1466,35,48,1,0.23067776730555875,20207
1467,-73,94,1,0.23044708953825319,20239
1468,110,9,1,0.23021664244871493,20239
1469,38,31,1,0.22998642580626621,20249
1470,96,26,1,0.22975643938045995,20251
1471,39,22,1,0.2295266829410795,20257
1472,-15,49,1,0.22929715625813843,20273
1473,78,28,1,0.2290678591018803,20275
1474,51,20,1,0.22883879124277842,20281
1475,90,10,1,0.22860995245153565,20286
1476,110,9,1,0.22838134249908412,20286
1477,39,53,1,0.22815296115658504,20297
1478,78,24,1,0.22792480819542846,20301
1479,47,49,1,0.22769688338723304,20312
1480,99,19,1,0.22746918650384582,20313
1481,2,58,1,0.22724171731734197,20330
1482,84,14,1,0.22701447560002463,20336
1483,109,14,1,0.2267874611244246,20338
1484,50,64,1,0.22656067366330018,20353
1485,100,9,1,0.22633411298963688,20354
1486,89,12,1,0.22610777887664724,20356
1487,107,14,1,0.22588167109777058,20356
1488,-22,47,1,0.2256557894266728,20373
1489,104,9,1,0.22543013363724612,20373
1490,66,48,1,0.22520470350360888,20377
1491,104,3,1,0.2249794988001053,20378
1492,78,31,1,0.2247545193013052,20384
1493,83,31,1,0.22452976478200387,20390
1494,104,3,1,0.22430523501722185,20391
1495,87,20,1,0.22408092978220462,20395
1496,98,12,1,0.2238568488524224,20395
1497,91,27,1,0.22363299200356998,20398
1498,54,30,1,0.22340935901156642,20413
1499,78,48,1,0.22318594965255484,20420
1500,62,32,1,0.22296276370290227,20435
1501,104,10,1,0.22273980093919937,20435
1502,111,17,1,0.22251706113826017,20436
1503,57,39,1,0.2222945440771219,20445
1504,36,32,1,0.22207224953304477,20452
1505,88,8,1,0.22185017728351172,20453
1506,115,9,1,0.2216283271062282,20453
1507,94,24,1,0.22140669877912197,20458
1508,85,16,1,0.22118529208034285,20459
1509,105,11,1,0.2209641067882625,20461
1510,25,26,1,0.22074314268147424,20469
1511,51,36,1,0.22052239953879277,20475
1512,97,13,1,0.22030187713925398,20476
1513,96,17,1,0.22008157526211472,20483
1514,85,16,1,0.2198614936868526,20484
1515,75,23,1,0.21964163219316574,20485
1516,56,18,1,0.21942199056097256,20492
1517,70,25,1,0.2192025685704116,20500
1518,-32,55,1,0.21898336600184118,20522
1519,39,20,1,0.21876438263583933,20526
1520,48,39,1,0.21854561825320348,20535
1521,112,10,1,0.21832707263495027,20537
1522,108,5,1,0.21810874556231533,20537
1523,116,9,1,0.217890636816753,20540
1524,100,10,1,0.21767274617993623,20540
1525,63,32,1,0.2174550734337563,20545
1526,120,11,1,0.21723761836032254,20545
1527,112,29,1,0.21702038074196223,20547
1528,44,42,1,0.21680336036122028,20555
1529,100,15,1,0.21658655700085905,20558
1530,102,20,1,0.2163699704438582,20562
1531,105,4,1,0.21615360047341434,20562
1532,89,27,1,0.21593744687294092,20567
1533,112,10,1,0.21572150942606796,20568
1534,94,10,1,0.2155057879166419,20568
1535,109,22,1,0.21529028212872525,20573
1536,102,9,1,0.21507499184659654,20573
1537,15,50,1,0.21485991685474995,20593
1538,100,1,1,0.2146450569378952,20593
1539,59,36,1,0.21443041188095732,20598
1540,-13,56,1,0.21421598146907636,20614
1541,81,17,1,0.21400176548760727,20620
1542,114,22,1,0.21378776372211966,20623
1543,109,12,1,0.21357397595839755,20625
1544,72,17,1,0.21336040198243916,20626
1545,118,19,1,0.21314704158045672,20629
1546,66,20,1,0.21293389453887626,20631
1547,100,30,1,0.21272096064433738,20636
1548,23,48,1,0.21250823968369303,20645
1549,88,6,1,0.21229573144400934,20646
1550,34,38,1,0.21208343571256533,20656
1551,110,36,1,0.21187135227685275,20664
1552,58,21,1,0.2116594809245759,20671
1553,50,27,1,0.21144782144365132,20680
1554,32,52,1,0.21123637362220768,20689
1555,102,29,1,0.21102513724858546,20690
1556,91,37,1,0.21081411211133688,20707
1557,80,31,1,0.21060329799922556,20709
1558,98,35,1,0.21039269470122635,20717
1559,90,14,1,0.21018230200652513,20717
1560,102,28,1,0.2099721197045186,20724
1561,110,6,1,0.20976214758481407,20724
1562,105,8,1,0.20955238543722926,20724
1563,102,2,1,0.20934283305179202,20724
1564,69,19,1,0.20913349021874023,20727
1565,96,10,1,0.2089243567285215,20728
1566,105,22,1,0.20871543237179296,20734
1567,115,15,1,0.20850671693942116,20736
1568,96,25,1,0.20829821022248174,20740
1569,104,3,1,0.20808991201225926,20740
1570,104,12,1,0.207881822100247,20740
1571,97,32,1,0.20767394027814676,20747
1572,54,40,1,0.2074662663378686,20755
1573,65,36,1,0.20725880007153075,20762
1574,88,7,1,0.20705154127145922,20764
1575,90,20,1,0.20684448973018776,20767
1576,96,5,1,0.20663764524045758,20769
1577,38,49,1,0.20643100759521713,20778
1578,102,20,1,0.20622457658762192,20779
1579,107,15,1,0.2060183520110343,20782
1580,77,31,1,0.20581233365902327,20786
1581,67,19,1,0.20560652132536425,20789
1582,114,13,1,0.20540091480403888,20789
1583,64,43,1,0.20519551388923485,20796
1584,92,16,1,0.20499031837534562,20796
1585,58,7,1,0.20478532805697028,20798
1586,90,2,1,0.2045805427289133,20798
1587,46,26,1,0.20437596218618437,20807
1588,99,16,1,0.2041715862239982,20812
1589,99,9,1,0.2039674146377742,20814
1590,-87,73,1,0.20376344722313644,20830
1591,102,2,1,0.2035596837759133,20830
1592,113,17,1,0.20335612409213738,20830
1593,56,48,1,0.20315276796804524,20845
1594,-1,60,1,0.2029496152000772,20855
1595,-39,47,1,0.20274666558487714,20870
1596,106,4,1,0.20254391891929227,20870
1597,106,7,1,0.20234137500037297,20871
1598,86,22,1,0.20213903362537258,20877
1599,108,28,1,0.2019368945917472,20880
1600,40,37,1,0.20173495769715546,20887
1601,111,26,1,0.2015332227394583,20891
1602,106,5,1,0.20133168951671884,20891
1603,87,46,1,0.20113035782720212,20895
1604,112,7,1,0.20092922746937492,20895
1605,55,38,1,0.20072829824190555,20912
1606,71,12,1,0.20052756994366364,20913
1607,104,15,1,0.20032704237371998,20914
1608,107,11,1,0.20012671533134627,20915
1609,78,23,1,0.19992658861601492,20918
1610,100,1,1,0.19972666202739892,20918
1611,102,2,1,0.19952693536537153,20918
1612,120,19,1,0.19932740843000615,20920
1613,113,8,1,0.19912808102157614,20920
1614,115,20,1,0.19892895294055457,20922
1615,56,41,1,0.19873002398761402,20936
1616,89,7,1,0.1985312939636264,20939
1617,112,8,1,0.19833276266966277,20940
1618,105,5,1,0.1981344299069931,20940
1619,31,64,1,0.1979362954770861,20953
1620,94,4,1,0.197738359181609,20953
1621,100,1,1,0.1975406208224274,20953
1622,106,27,1,0.197343080201605,20954
1623,-6,64,1,0.19714573712140337,20973
1624,76,20,1,0.19694859138428197,20978
1625,105,10,1,0.1967516427928977,20978
1626,106,16,1,0.1965548911501048,20978
1627,96,19,1,0.19635833625895469,20980
1628,48,14,1,0.19616197792269574,20986
1629,83,24,1,0.19596581594477305,20989
1630,44,43,1,0.19576985012882828,21004
1631,-5,48,1,0.19557408027869944,21007
1632,116,21,1,0.19537850619842073,21007
1633,-1,55,1,0.19518312769222232,21026
1634,80,12,1,0.19498794456453009,21028
1635,75,19,1,0.19479295661996557,21030
1636,28,43,1,0.1945981636633456,21042
1637,69,31,1,0.19440356549968224,21047
1638,85,22,1,0.19420916193418256,21048
1639,104,4,1,0.19401495277224837,21048
1640,-4,54,1,0.19382093781947612,21060
1641,100,24,1,0.19362711688165665,21067
1642,55,19,1,0.193433489764775,21071
1643,101,25,1,0.19324005627501023,21073
1644,114,8,1,0.1930468162187352,21073
1645,112,20,1,0.19285376940251647,21074
1646,25,46,1,0.19266091563311397,21083
1647,39,23,1,0.19246825471748086,21087
1648,60,47,1,0.1922757864627634,21090
1649,99,13,1,0.1920835106763006,21093
1650,112,10,1,0.19189142716562432,21093
1651,87,17,1,0.1916995357384587,21097
1652,68,31,1,0.19150783620272022,21101
1653,104,4,1,0.1913163283665175,21101
1654,76,22,1,0.19112501203815097,21102
1655,107,22,1,0.1909338870261128,21106
1656,102,9,1,0.19074295313908668,21108
1657,44,29,1,0.1905522101859476,21113
1658,112,15,1,0.19036165797576166,21115
1659,93,17,1,0.1901712963177859,21116
1660,53,29,1,0.1899811250214681,21122
1661,111,33,1,0.18979114389644663,21126
1662,74,23,1,0.1896013527525502,21132
1663,106,7,1,0.18941175139979763,21134
1664,59,29,1,0.18922233964839782,21137
1665,34,30,1,0.18903311730874942,21143
1666,100,7,1,0.18884408419144066,21144
1667,77,14,1,0.1886552401072492,21145
1668,97,28,1,0.18846658486714196,21146
1669,96,23,1,0.1882781182822748,21147
1670,95,17,1,0.18808984016399252,21147
1671,100,1,1,0.18790175032382853,21147
1672,104,12,1,0.1877138485735047,21147
1673,113,11,1,0.1875261347249312,21147
1674,97,20,1,0.1873386085902063,21148
1675,117,33,1,0.18715126998161608,21153
1676,102,2,1,0.18696411871163446,21153
1677,44,43,1,0.18677715459292282,21167
1678,69,27,1,0.1865903774383299,21174
1679,45,30,1,0.18640378706089158,21180
1680,106,4,1,0.1862173832738307,21180
1681,114,8,1,0.18603116589055688,21180
1682,45,41,1,0.18584513472466632,21188
1683,98,6,1,0.18565928958994166,21188
1684,75,37,1,0.18547363030035172,21196
1685,112,10,1,0.18528815667005136,21196
1686,68,38,1,0.1851028685133813,21205
1687,79,22,1,0.18491776564486792,21211
1688,65,14,1,0.18473284787922306,21213
1689,128,17,1,0.18454811503134383,21214
1690,97,20,1,0.18436356691631248,21214
1691,107,6,1,0.18417920334939616,21215
1692,112,7,1,0.18399502414604677,21217
1693,113,14,1,0.18381102912190073,21217
1694,100,17,1,0.18362721809277882,21217
1695,78,20,1,0.18344359087468604,21220
1696,93,14,1,0.18326014728381135,21223
1697,133,23,1,0.18307688713652753,21224
1698,88,28,1,0.182893810249391,21229
1699,106,13,1,0.1827109164391416,21229
1700,80,22,1,0.18252820552270246,21233
1701,122,14,1,0.18234567731717977,21233
1702,-55,61,1,0.1821633316398626,21243
1703,103,14,1,0.18198116830822272,21245
1704,67,27,1,0.1817991871399145,21258
1705,23,34,1,0.18161738795277457,21270
1706,65,35,1,0.1814357705648218,21277
1707,95,26,1,0.18125433479425698,21284
1708,24,39,1,0.18107308045946272,21294
1709,105,7,1,0.18089200737900324,21295
1710,110,11,1,0.18071111537162424,21295
1711,86,24,1,0.1805304042562526,21298
1712,114,8,1,0.18034987385199636,21298
1713,101,2,1,0.18016952397814437,21298
1714,105,18,1,0.17998935445416622,21299
1715,53,33,1,0.17980936509971204,21312
1716,103,19,1,0.17962955573461234,21315
1717,106,4,1,0.17944992617887773,21315
1718,43,39,1,0.17927047625269885,21323
1719,81,16,1,0.17909120577644616,21327
1720,81,10,1,0.17891211457066972,21328
1721,102,2,1,0.17873320245609906,21328
1722,114,8,1,0.17855446925364296,21328
1723,74,39,1,0.17837591478438933,21338
1724,48,37,1,0.17819753886960493,21347
1725,-31,44,1,0.17801934133073533,21360
1726,103,10,1,0.17784132198940458,21360
1727,98,6,1,0.1776634806674152,21360
1728,80,12,1,0.17748581718674777,21363
1729,122,26,1,0.17730833136956103,21369
1730,62,25,1,0.17713102303819148,21372
1731,114,15,1,0.1769538920151533,21372
1732,101,13,1,0.17677693812313813,21374
1733,112,7,1,0.17660016118501498,21374
1734,88,4,1,0.17642356102382997,21376
1735,105,9,1,0.17624713746280615,21376
1736,86,10,1,0.17607089032534334,21377
1737,51,49,1,0.175894819435018,21391
1738,96,5,1,0.17571892461558297,21391
1739,99,18,1,0.1755432056909674,21393
1740,99,18,1,0.17536766248527644,21394
1741,97,24,1,0.17519229482279117,21398
1742,100,1,1,0.17501710252796837,21398
1743,44,32,1,0.1748420854254404,21403
1744,103,19,1,0.17466724334001496,21405
1745,97,9,1,0.17449257609667496,21406
1746,14,49,1,0.1743180835205783,21417
1747,84,5,1,0.1741437654370577,21418
1748,69,18,1,0.17396962167162064,21421
1749,37,59,1,0.173795652049949,21439
1750,85,11,1,0.17362185639789907,21443
1751,95,13,1,0.17344823454150116,21447
1752,118,12,1,0.17327478630695967,21447
1753,53,26,1,0.1731015115206527,21451
1754,110,12,1,0.17292841000913206,21451
1755,114,8,1,0.17275548159912293,21451
1756,88,16,1,0.17258272611752382,21455
1757,33,34,1,0.17241014339140628,21467
1758,2,53,1,0.1722377332480149,21488
1759,94,28,1,0.17206549551476688,21489
1760,116,12,1,0.1718934300192521,21489
1761,108,7,1,0.17172153658923286,21490
1762,102,5,1,0.17154981505264363,21490
1763,102,2,1,0.17137826523759098,21490
1764,53,18,1,0.1712068869723534,21494
1765,41,30,1,0.17103568008538103,21500
1766,90,20,1,0.17086464440529564,21500
1767,58,19,1,0.17069377976089034,21509
1768,104,6,1,0.17052308598112945,21510
1769,103,32,1,0.17035256289514833,21519
1770,117,23,1,0.17018221033225317,21519
1771,19,50,1,0.17001202812192093,21532
1772,91,11,1,0.169842016093799,21532
1773,108,6,1,0.1696721740777052,21533
1774,104,4,1,0.1695025019036275,21533
1775,86,15,1,0.1693329994017239,21538
1776,7,50,1,0.16916366640232217,21552
1777,50,27,1,0.16899450273591984,21562
1778,99,9,1,0.16882550823318393,21562
1779,70,32,1,0.16865668272495074,21569
1780,95,21,1,0.1684880260422258,21575
1781,97,18,1,0.16831953801618357,21580
1782,92,3,1,0.16815121847816739,21581
1783,75,21,1,0.16798306725968923,21586
1784,77,28,1,0.16781508419242955,21589
1785,104,18,1,0.16764726910823713,21592
1786,102,2,1,0.1674796218391289,21592
1787,61,15,1,0.16731214221728977,21598
1788,94,19,1,0.16714483007507247,21598
1789,71,17,1,0.1669776852449974,21603
1790,100,1,1,0.1668107075597524,21603
1791,106,18,1,0.16664389685219266,21603
1792,108,8,1,0.16647725295534047,21604
1793,93,30,1,0.16631077570238512,21608
1794,71,19,1,0.16614446492668272,21612
1795,92,24,1,0.16597832046175603,21619
1796,71,36,1,0.16581234214129428,21621
1797,105,13,1,0.16564652979915298,21623
1798,110,15,1,0.16548088326935384,21626
1799,92,14,1,0.1653154023860845,21628
1800,48,28,1,0.1651500869836984,21637
1801,61,26,1,0.1649849368967147,21640
1802,102,5,1,0.164819951959818,21641
1803,84,13,1,0.16465513200785817,21644
1804,57,36,1,0.1644904768758503,21658
1805,117,24,1,0.16432598639897444,21662
1806,6,32,1,0.16416166041257546,21672
1807,137,20,1,0.16399749875216288,21673
1808,95,9,1,0.16383350125341073,21673
1809,110,9,1,0.16366966775215733,21674
1810,112,16,1,0.16350599808440516,21675
1811,103,3,1,0.16334249208632076,21675
1812,110,17,1,0.16317914959423443,21675
1813,96,17,1,0.1630159704446402,21678
1814,78,26,1,0.16285295447419557,21683
1815,98,14,1,0.16269010151972138,21684
1816,87,15,1,0.16252741141820165,21688
1817,54,41,1,0.16236488400678345,21703
1818,101,29,1,0.16220251912277667,21706
1819,65,28,1,0.1620403166036539,21711
1820,97,32,1,0.16187827628705023,21711
1821,72,8,1,0.16171639801076318,21715
1822,83,23,1,0.1615546816127524,21717
1823,89,17,1,0.16139312693113966,21719
1824,100,4,1,0.16123173380420852,21719
1825,93,13,1,0.16107050207040433,21721
1826,27,38,1,0.16090943156833393,21730
1827,87,33,1,0.1607485221367656,21733
1828,101,18,1,0.16058777361462884,21740
1829,-17,57,1,0.1604271858410142,21757
1830,36,35,1,0.16026675865517317,21766
1831,85,19,1,0.160106491896518,21769
1832,90,13,1,0.15994638540462147,21773
1833,102,14,1,0.15978643901921685,21774
1834,-13,52,1,0.15962665258019765,21791
1835,108,15,1,0.15946702592761744,21793
1836,93,20,1,0.15930755890168982,21795
1837,108,5,1,0.15914825134278812,21795
1838,55,15,1,0.15898910309144534,21797
1839,85,11,1,0.1588301139883539,21797
1840,93,15,1,0.15867128387436555,21800
1841,122,12,1,0.15851261259049118,21800
1842,24,57,1,0.1583540999779007,21811
1843,109,6,1,0.1581957458779228,21811
1844,92,32,1,0.15803755013204487,21814
1845,0,54,1,0.15787951258191282,21830
1846,104,16,1,0.1577216330693309,21831
1847,112,17,1,0.15756391143626158,21832
1848,78,26,1,0.15740634752482532,21837
1849,108,11,1,0.1572489411773005,21837
1850,84,25,1,0.1570916922361232,21840
1851,65,20,1,0.15693460054388708,21841
1852,88,12,1,0.1567776659433432,21841
1853,113,12,1,0.15662088827739984,21842
1854,116,25,1,0.15646426738912245,21845
1855,43,24,1,0.1563078031217333,21848
1856,103,21,1,0.15615149531861158,21852
1857,106,4,1,0.15599534382329297,21852
1858,96,32,1,0.15583934847946967,21855
1859,94,19,1,0.15568350913099022,21857
1860,86,24,1,0.15552782562185924,21863
1861,-51,77,1,0.15537229779623737,21880
1862,96,3,1,0.15521692549844113,21882
1863,72,18,1,0.15506170857294269,21885
1864,113,8,1,0.15490664686436975,21885
1865,33,29,1,0.15475174021750537,21894
1866,94,24,1,0.15459698847728787,21898
1867,106,4,1,0.1544423914888106,21898
1868,106,4,1,0.15428794909732177,21898
1869,108,18,1,0.15413366114822444,21898
1870,114,8,1,0.15397952748707622,21898
1871,4,55,1,0.15382554795958914,21919
1872,-5,59,1,0.15367172241162955,21938
1873,100,8,1,0.15351805068921792,21939
1874,104,3,1,0.1533645326385287,21939
1875,-82,53,1,0.15321116810589017,21952
1876,105,4,1,0.1530579569377843,21952
1877,74,15,1,0.1529048989808465,21957
1878,102,11,1,0.15275199408186566,21958
1879,75,18,1,0.15259924208778378,21964
1880,113,12,1,0.15244664284569598,21964
1881,45,44,1,0.15229419620285028,21973
1882,44,30,1,0.15214190200664743,21978
1883,83,15,1,0.15198976010464077,21982
1884,123,14,1,0.15183777034453613,21983
1885,120,12,1,0.1516859325741916,21983
1886,53,32,1,0.1515342466416174,21991
1887,106,19,1,0.1513827123949758,21994
1888,82,26,1,0.15123132968258082,21999
1889,102,2,1,0.15108009835289823,21999
1890,94,20,1,0.15092901825454533,22000
1891,118,16,1,0.15077808923629077,22000
1892,85,7,1,0.15062731114705447,22000
1893,115,18,1,0.1504766838359074,22001
1894,124,13,1,0.15032620715207148,22002
1895,80,16,1,0.1501758809449194,22008
1896,109,6,1,0.15002570506397447,22011
1897,116,21,1,0.1498756793589105,22013
1898,115,26,1,0.14972580367955157,22018
1899,79,28,1,0.14957607787587202,22030
1900,47,28,1,0.14942650179799613,22038
1901,68,26,1,0.14927707529619813,22048
1902,98,4,1,0.14912779822090194,22048
1903,83,21,1,0.14897867042268104,22058
1904,106,4,1,0.14882969175225835,22058
1905,-5,50,1,0.1486808620605061,22070
1906,88,10,1,0.14853218119844558,22074
1907,60,16,1,0.14838364901724713,22079
1908,100,7,1,0.14823526536822987,22080
1909,108,8,1,0.14808703010286164,22080
1910,61,24,1,0.1479389430727588,22086
1911,86,33,1,0.14779100412968604,22088
1912,123,16,1,0.14764321312555637,22088
1913,55,23,1,0.14749556991243082,22093
1914,51,27,1,0.1473480743425184,22103
1915,106,17,1,0.14720072626817587,22104
1916,101,17,1,0.1470535255419077,22104
1917,58,36,1,0.1469064720163658,22109
1918,76,10,1,0.14675956554434944,22109
1919,104,3,1,0.14661280597880508,22109
1920,71,21,1,0.14646619317282628,22112
1921,125,22,1,0.14631972697965345,22116
1922,26,26,1,0.1461734072526738,22125
1923,88,10,1,0.14602723384542113,22126
1924,104,3,1,0.14588120661157572,22126
1925,67,7,1,0.14573532540496414,22127
1926,85,17,1,0.14558959007955918,22127
1927,103,16,1,0.1454440004894796,22130
1928,63,39,1,0.14529855648899012,22143
1929,102,11,1,0.14515325793250114,22144
1930,104,9,1,0.14500810467456865,22145
1931,45,30,1,0.14486309656989407,22154
1932,108,5,1,0.1447182334733242,22154
1933,109,12,1,0.14457351523985087,22154
1934,69,45,1,0.14442894172461102,22164
1935,95,22,1,0.1442845127828864,22166
1936,96,14,1,0.1441402282701035,22167
1937,100,1,1,0.1439960880418334,22167
1938,102,2,1,0.14385209195379156,22167
1939,110,6,1,0.14370823986183776,22167
1940,52,34,1,0.1435645316219759,22177
1941,115,9,1,0.14342096709035393,22177
1942,104,7,1,0.14327754612326357,22178
1943,62,24,1,0.14313426857714032,22186
1944,121,12,1,0.14299113430856317,22186
1945,104,3,1,0.1428481431742546,22186
1946,119,20,1,0.14270529503108034,22188
1947,106,27,1,0.14256258973604927,22192
1948,52,29,1,0.14242002714631322,22195
1949,94,4,1,0.1422776071191669,22195
1950,112,10,1,0.14213532951204774,22195
1951,92,8,1,0.1419931941825357,22198
1952,102,8,1,0.14185120098835316,22198
1953,88,13,1,0.1417093497873648,22202
1954,93,35,1,0.14156764043757744,22207
1955,101,8,1,0.14142607279713987,22207
1956,92,11,1,0.14128464672434274,22210
1957,68,44,1,0.1411433620776184,22221
1958,-91,84,1,0.14100221871554078,22250
1959,94,5,1,0.14086121649682523,22250
1960,19,38,1,0.14072035528032842,22257
1961,96,24,1,0.1405796349250481,22263
1962,64,35,1,0.14043905529012304,22271
1963,-83,81,1,0.14029861623483292,22301
1964,53,31,1,0.1401583176185981,22306
1965,57,31,1,0.1400181593009795,22308
1966,106,4,1,0.1398781411416785,22308
1967,98,6,1,0.13973826300053682,22308
1968,110,9,1,0.13959852473753628,22308
1969,89,26,1,0.13945892621279873,22313
1970,93,22,1,0.13931946728658592,22322
1971,74,13,1,0.13918014781929933,22326
1972,115,15,1,0.13904096767148003,22326
1973,115,9,1,0.13890192670380855,22326
1974,104,3,1,0.13876302477710473,22326
1975,102,15,1,0.13862426175232762,22327
1976,127,21,1,0.1384856374905753,22327
1977,106,24,1,0.13834715185308472,22328
1978,106,12,1,0.13820880470123162,22328
1979,132,25,1,0.1380705958965304,22328
1980,107,18,1,0.13793252530063388,22332
1981,114,11,1,0.13779459277533324,22333
1982,107,24,1,0.1376567981825579,22334
1983,52,36,1,0.13751914138437535,22346
1984,101,21,1,0.13738162224299097,22348
1985,117,25,1,0.13724424062074797,22349
1986,106,29,1,0.13710699638012722,22356
1987,60,14,1,0.1369698893837471,22359
1988,33,24,1,0.13683291949436335,22364
1989,117,15,1,0.13669608657486898,22365
1990,100,1,1,0.1365593904882941,22365
1991,84,15,1,0.1364228310978058,22368
1992,117,12,1,0.13628640826670801,22369
1993,102,19,1,0.1361501218584413,22373
1994,52,33,1,0.13601397173658286,22379
1995,98,12,1,0.1358779577648463,22380
1996,108,13,1,0.13574207980708144,22380
1997,68,38,1,0.13560633772727437,22389
1998,52,43,1,0.1354707313895471,22400
1999,90,25,1,0.13533526065815754,22408
2000,94,23,1,0.1351999253974994,22413
2001,124,17,1,0.13506472547210188,22414
2002,84,28,1,0.1349296607466298,22417
2003,86,15,1,0.13479473108588316,22417
2004,8,57,1,0.13465993635479728,22438
2005,98,11,1,0.13452527641844247,22438
2006,104,15,1,0.13439075114202403,22440
2007,52,30,1,0.134256360390882,22446
2008,115,9,1,0.13412210403049113,22446
2009,32,41,1,0.13398798192646064,22457
2010,108,12,1,0.13385399394453418,22458
2011,110,6,1,0.13372013995058965,22458
2012,26,49,1,0.13358641981063907,22474
2013,117,28,1,0.13345283339082842,22480
2014,53,21,1,0.13331938055743758,22484
2015,59,31,1,0.13318606117688014,22486
2016,109,31,1,0.13305287511570327,22493
2017,52,28,1,0.13291982224058757,22498
2018,83,15,1,0.13278690241834698,22500
2019,89,36,1,0.13265411551592862,22508
2020,82,13,1,0.13252146140041268,22511
